Date,Strain,BagNumber,StartingDensity,Dead,Site,FlipFreq,Survivorship_StartingDensityBase,Survivorship_StartingDensityBase_Impute100,time_group,line,ActualInitialAliveCount,Total,Alive,PrevAlive,Alive_PreventFranken,Survivorship_ActualStartingDensityBase_PreventFranken,,,,,,,,,,,,,
8/5/24,BS,BS 3,50,0,DUML,EveryOther,0.96,0.96,A1,,48,48,48,48,47,0.979166667,,,,,,,,,,,,,
8/23/24,BS,BS 3,50,0,DUML,EveryOther,0.96,0.96,A2,,48,48,48,48,47,0.979166667,,,,,,,,,,,,,
9/20/24,BS,BS 3,50,0,DUML,EveryOther,0.96,0.96,S1,,48,48,48,48,47,0.979166667,,,,,,,,,,,,,
10/5/24,BS,BS 3,50,0,DUML,EveryOther,0.98,0.98,O1,,48,49,49,48,47,0.979166667,,,,,,,,,,,,,
5/31/24,BS,BS 4,200,0,DUML,EveryOther,1.025,1,M1,,205,205,205,205,205,1,,,,,,,,,,,,,
6/14/24,BS,BS 4,200,1,DUML,EveryOther,1.035,1,J1,,205,208,207,205,205,1,,,,,,,,,,,,,
6/28/24,BS,BS 4,200,0,DUML,EveryOther,0.975,0.975,J2,,205,195,195,207,195,0.951219512,,,,,,,,,,,,,
7/11/24,BS,BS 4,200,0,DUML,EveryOther,1.025,1,L1,,205,205,205,195,195,0.951219512,,,,,,,,,,,,,
7/30/24,BS,BS 4,200,0,DUML,EveryOther,1,1,L2,,205,200,200,205,195,0.951219512,,,,,,,,,,,,,
8/5/24,BS,BS 4,200,0,DUML,EveryOther,1,1,A1,,205,200,200,200,195,0.951219512,,,,,,,,,,,,,
8/23/24,BS,BS 4,200,1,DUML,EveryOther,0.995,0.995,A2,,205,200,199,200,195,0.951219512,,,,,,,,,,,,,
9/20/24,BS,BS 4,200,1,DUML,EveryOther,0.99,0.99,S1,,205,199,198,199,195,0.951219512,,,,,,,,,,,,,
10/5/24,BS,BS 4,200,0,DUML,EveryOther,0.96,0.96,O1,,205,192,192,198,192,0.936585366,,,,,,,,,,,,,
5/31/24,CN,CN 16,50,0,DUML,TwiceAWeek,1,1,M1,,50,50,50,50,50,1,,,,,,,,,,,,,
6/14/24,CN,CN 16,50,0,DUML,TwiceAWeek,1,1,J1,,50,50,50,50,50,1,,,,,,,,,,,,,
6/28/24,CN,CN 16,50,0,DUML,TwiceAWeek,1,1,J2,,50,50,50,50,50,1,,,,,,,,,,,,,
7/11/24,CN,CN 16,50,0,DUML,TwiceAWeek,0.98,0.98,L1,,50,49,49,50,49,0.98,,,,,,,,,,,,,
7/26/24,CN,CN 16,50,1,DUML,TwiceAWeek,0.98,0.98,L2,,50,50,49,49,49,0.98,,,,,,,,,,,,,
8/5/24,CN,CN 16,50,0,DUML,TwiceAWeek,0.98,0.98,A1,,50,49,49,49,49,0.98,,,,,,,,,,,,,
8/23/24,CN,CN 16,50,0,DUML,TwiceAWeek,0.98,0.98,A2,,50,49,49,49,49,0.98,,,,,,,,,,,,,
9/20/24,CN,CN 16,50,1,DUML,TwiceAWeek,0.98,0.98,S1,,50,50,49,49,49,0.98,,,,,,,,,,,,,
10/5/24,CN,CN 16,50,1,DUML,TwiceAWeek,0.92,0.92,O1,,50,47,46,49,46,0.92,,,,,,,,,,,,,
5/31/24,CN,CN 17,200,2,DUML,TwiceAWeek,1.025,1,M1,,205,207,205,205,205,1,,,,,,,,,,,,,
6/14/24,CN,CN 17,200,1,DUML,TwiceAWeek,0.92,0.92,J1,,205,185,184,205,184,0.897560976,,,,,,,,,,,,,
6/28/24,CN,CN 17,200,0,DUML,TwiceAWeek,1.005,1,J2,,205,201,201,184,184,0.897560976,,,,,,,,,,,,,
7/11/24,CN,CN 17,200,1,DUML,TwiceAWeek,0.995,0.995,L1,,205,200,199,201,184,0.897560976,,,,,,,,,,,,,
7/26/24,CN,CN 17,200,0,DUML,TwiceAWeek,1,1,L2,,205,200,200,199,184,0.897560976,,,,,,,,,,,,,
8/5/24,CN,CN 17,200,0,DUML,TwiceAWeek,1.005,1,A1,,205,201,201,200,184,0.897560976,,,,,,,,,,,,,
8/23/24,CN,CN 17,200,1,DUML,TwiceAWeek,1,1,A2,,205,201,200,201,184,0.897560976,,,,,,,,,,,,,
9/20/24,CN,CN 17,200,2,DUML,TwiceAWeek,0.975,0.975,S1,,205,197,195,200,184,0.897560976,,,,,,,,,,,,,
10/5/24,CN,CN 17,200,2,DUML,TwiceAWeek,0.975,0.975,O1,,205,197,195,195,184,0.897560976,,,,,,,,,,,,,
5/31/24,CN,CN 18,50,0,DUML,EveryOther,1,1,M1,,50,50,50,50,50,1,,,,,,,,,,,,,
6/14/24,CN,CN 18,50,0,DUML,EveryOther,1,1,J1,,50,50,50,50,50,1,,,,,,,,,,,,,
6/28/24,CN,CN 18,50,0,DUML,EveryOther,1,1,J2,,50,50,50,50,50,1,,,,,,,,,,,,,
7/11/24,CN,CN 18,50,0,DUML,EveryOther,1,1,L1,,50,50,50,50,50,1,,,,,,,,,,,,,
7/26/24,CN,CN 18,50,0,DUML,EveryOther,1.02,1,L2,,50,51,51,50,50,1,,,,,,,,,,,,,
8/5/24,CN,CN 18,50,0,DUML,EveryOther,1,1,A1,,50,50,50,51,50,1,,,,,,,,,,,,,
8/23/24,CN,CN 18,50,0,DUML,EveryOther,1,1,A2,,50,50,50,50,50,1,,,,,,,,,,,,,
9/20/24,CN,CN 18,50,1,DUML,EveryOther,0.96,0.96,S1,,50,49,48,50,48,0.96,,,,,,,,,,,,,
10/5/24,CN,CN 18,50,0,DUML,EveryOther,1,1,O1,,50,50,50,48,48,0.96,,,,,,,,,,,,,
5/31/24,CN,CN 19,200,0,DUML,EveryOther,0.97,0.97,M1,,194,194,194,194,194,1,,,,,,,,,,,,,
6/14/24,CN,CN 19,200,1,DUML,EveryOther,0.99,0.99,J1,,194,199,198,194,194,1,,,,,,,,,,,,,
6/28/24,CN,CN 19,200,0,DUML,EveryOther,0.985,0.985,J2,,194,197,197,198,194,1,,,,,,,,,,,,,
7/11/24,CN,CN 19,200,0,DUML,EveryOther,0.98,0.98,L1,,194,196,196,197,194,1,,,,,,,,,,,,,
7/26/24,CN,CN 19,200,4,DUML,EveryOther,0.97,0.97,L2,,194,198,194,196,194,1,,,,,,,,,,,,,
8/5/24,CN,CN 19,200,0,DUML,EveryOther,0.97,0.97,A1,,194,194,194,194,194,1,,,,,,,,,,,,,
8/23/24,CN,CN 19,200,3,DUML,EveryOther,0.95,0.95,A2,,194,193,190,194,190,0.979381443,,,,,,,,,,,,,
9/20/24,CN,CN 19,200,3,DUML,EveryOther,0.93,0.93,S1,,194,189,186,190,186,0.958762887,,,,,,,,,,,,,
10/5/24,CN,CN 19,200,0,DUML,EveryOther,0.965,0.965,O1,,194,193,193,186,186,0.958762887,,,,,,,,,,,,,
5/31/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.1,1,M1,,55,55,55,55,55,1,,,,,,,,,,,,,
6/14/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.08,1,J1,,55,54,54,55,54,0.981818182,,,,,,,,,,,,,
6/28/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.08,1,J2,,55,54,54,54,54,0.981818182,,,,,,,,,,,,,
7/11/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.02,1,L1,,55,51,51,54,51,0.927272727,,,,,,,,,,,,,
7/30/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.02,1,L2,,55,51,51,51,51,0.927272727,,,,,,,,,,,,,
8/5/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.08,1,A1,,55,54,54,51,51,0.927272727,,,,,,,,,,,,,
8/23/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.08,1,A2,,55,54,54,54,51,0.927272727,,,,,,,,,,,,,
9/20/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.08,1,S1,,55,54,54,54,51,0.927272727,,,,,,,,,,,,,
10/5/24,CS,CS 1,50,0,DUML,TwiceAWeek,1.16,1,O1,,55,58,58,54,51,0.927272727,,,,,,,,,,,,,
5/31/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.03,1,M1,,206,206,206,206,206,1,,,,,,,,,,,,,
6/14/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.035,1,J1,,206,207,207,206,206,1,,,,,,,,,,,,,
6/28/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.04,1,J2,,206,208,208,207,206,1,,,,,,,,,,,,,
7/11/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.03,1,L1,,206,206,206,208,206,1,,,,,,,,,,,,,
7/30/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.025,1,L2,,206,205,205,206,205,0.995145631,,,,,,,,,,,,,
8/5/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.025,1,A1,,206,205,205,205,205,0.995145631,,,,,,,,,,,,,
8/23/24,CS,CS 2,200,1,DUML,TwiceAWeek,1.025,1,A2,,206,206,205,205,205,0.995145631,,,,,,,,,,,,,
9/20/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.03,1,S1,,206,206,206,205,205,0.995145631,,,,,,,,,,,,,
10/5/24,CS,CS 2,200,0,DUML,TwiceAWeek,1.035,1,O1,,206,207,207,206,205,0.995145631,,,,,,,,,,,,,
5/31/24,CS,CS 3,50,0,DUML,EveryOther,1,1,M1,,50,50,50,50,50,1,,,,,,,,,,,,,
6/14/24,CS,CS 3,50,0,DUML,EveryOther,1,1,J1,,50,50,50,50,50,1,,,,,,,,,,,,,
6/28/24,CS,CS 3,50,0,DUML,EveryOther,1,1,J2,,50,50,50,50,50,1,,,,,,,,,,,,,
7/11/24,CS,CS 3,50,0,DUML,EveryOther,0.98,0.98,L1,,50,49,49,50,49,0.98,,,,,,,,,,,,,
7/26/24,CS,CS 3,50,2,DUML,EveryOther,0.96,0.96,L2,,50,50,48,49,48,0.96,,,,,,,,,,,,,
8/5/24,CS,CS 3,50,1,DUML,EveryOther,0.96,0.96,A1,,50,49,48,48,48,0.96,,,,,,,,,,,,,
8/23/24,CS,CS 3,50,0,DUML,EveryOther,0.96,0.96,A2,,50,48,48,48,48,0.96,,,,,,,,,,,,,
9/20/24,CS,CS 3,50,0,DUML,EveryOther,0.92,0.92,S1,,50,46,46,48,46,0.92,,,,,,,,,,,,,
10/5/24,CS,CS 3,50,0,DUML,EveryOther,0.96,0.96,O1,,50,48,48,46,46,0.92,,,,,,,,,,,,,
5/31/24,CS,CS 4,200,0,DUML,EveryOther,1.005,1,M1,,201,201,201,201,201,1,,,,,,,,,,,,,
6/14/24,CS,CS 4,200,0,DUML,EveryOther,1.025,1,J1,,201,205,205,201,201,1,,,,,,,,,,,,,
6/28/24,CS,CS 4,200,0,DUML,EveryOther,1.025,1,J2,,201,205,205,205,201,1,,,,,,,,,,,,,
7/11/24,CS,CS 4,200,0,DUML,EveryOther,1,1,L1,,201,200,200,205,200,0.995024876,,,,,,,,,,,,,
7/26/24,CS,CS 4,200,0,DUML,EveryOther,1.02,1,L2,,201,204,204,200,200,0.995024876,,,,,,,,,,,,,
8/5/24,CS,CS 4,200,0,DUML,EveryOther,1.01,1,A1,,201,202,202,204,200,0.995024876,,,,,,,,,,,,,
8/23/24,CS,CS 4,200,0,DUML,EveryOther,1.025,1,A2,,201,205,205,202,200,0.995024876,,,,,,,,,,,,,
10/5/24,CS,CS 4,200,1,DUML,EveryOther,0.98,0.98,O1,,201,197,196,205,196,0.975124378,,,,,,,,,,,,,
6/7/24,MM,MM 1,100,1,DUML,TwiceAWeek,0.94,0.94,,,94,95,94,94,94,1,,,,,,,,,,,,,
6/14/24,MM,MM 1,100,1,DUML,TwiceAWeek,0.96,0.96,J1,,94,97,96,94,94,1,,,,,,,,,,,,,
6/28/24,MM,MM 1,100,0,DUML,TwiceAWeek,0.96,0.96,J2,,94,96,96,96,94,1,,,,,,,,,,,,,
7/11/24,MM,MM 1,100,0,DUML,TwiceAWeek,0.95,0.95,L1,,94,95,95,96,94,1,,,,,,,,,,,,,
7/26/24,MM,MM 1,100,0,DUML,TwiceAWeek,0.95,0.95,L2,,94,95,95,95,94,1,,,,,,,,,,,,,
8/5/24,MM,MM 1,100,2,DUML,TwiceAWeek,1,1,A1,,94,102,100,95,94,1,,,,,,,,,,,,,
8/23/24,MM,MM 1,100,4,DUML,TwiceAWeek,0.9,0.9,A2,,94,94,90,100,90,0.957446809,,,,,,,,,,,,,
6/7/24,MM,MM 10,100,2,DUML,EveryOther,0.98,0.98,,,98,100,98,98,98,1,,,,,,,,,,,,,
6/14/24,MM,MM 10,100,0,DUML,EveryOther,1.1,1,J1,,98,110,110,98,98,1,,,,,,,,,,,,,
6/28/24,MM,MM 10,100,1,DUML,EveryOther,1.09,1,J2,,98,110,109,110,98,1,,,,,,,,,,,,,
7/11/24,MM,MM 10,100,0,DUML,EveryOther,1.03,1,L1,,98,103,103,109,98,1,,,,,,,,,,,,,
7/30/24,MM,MM 10,100,1,DUML,EveryOther,0.96,0.96,L2,,98,97,96,103,96,0.979591837,,,,,,,,,,,,,
8/5/24,MM,MM 10,100,3,DUML,EveryOther,0.88,0.88,A1,,98,91,88,96,88,0.897959184,,,,,,,,,,,,,
8/23/24,MM,MM 10,100,2,DUML,EveryOther,0.94,0.94,A2,,98,96,94,88,88,0.897959184,,,,,,,,,,,,,
6/7/24,MM,MM 12,200,7,DUML,EveryOther,0.985,0.985,,,197,204,197,197,197,1,,,,,,,,,,,,,
6/14/24,MM,MM 12,200,5,DUML,EveryOther,0.94,0.94,J1,,197,193,188,197,188,0.954314721,,,,,,,,,,,,,
6/28/24,MM,MM 12,200,2,DUML,EveryOther,0.905,0.905,J2,,197,183,181,188,181,0.918781726,,,,,,,,,,,,,
7/11/24,MM,MM 12,200,2,DUML,EveryOther,0.89,0.89,L1,,197,180,178,181,178,0.903553299,,,,,,,,,,,,,
7/30/24,MM,MM 12,200,8,DUML,EveryOther,0.865,0.865,L2,,197,181,173,178,173,0.878172589,,,,,,,,,,,,,
8/5/24,MM,MM 12,200,5,DUML,EveryOther,0.865,0.865,A1,,197,178,173,173,173,0.878172589,,,,,,,,,,,,,
8/23/24,MM,MM 12,200,11,DUML,EveryOther,0.775,0.775,A2,,197,166,155,173,155,0.78680203,,,,,,,,,,,,,
6/5/24,MM,MM 2,50,1,DUML,TwiceAWeek,1,1,,,50,51,50,50,50,1,,,,,,,,,,,,,
6/14/24,MM,MM 2,50,0,DUML,TwiceAWeek,1,1,J1,,50,50,50,50,50,1,,,,,,,,,,,,,
6/28/24,MM,MM 2,50,0,DUML,TwiceAWeek,1.04,1,J2,,50,52,52,50,50,1,,,,,,,,,,,,,
7/11/24,MM,MM 2,50,0,DUML,TwiceAWeek,1,1,L1,,50,50,50,52,50,1,,,,,,,,,,,,,
7/26/24,MM,MM 2,50,0,DUML,TwiceAWeek,1,1,L2,,50,50,50,50,50,1,,,,,,,,,,,,,
8/5/24,MM,MM 2,50,0,DUML,TwiceAWeek,0.94,0.94,A1,,50,47,47,50,47,0.94,,,,,,,,,,,,,
8/23/24,MM,MM 2,50,3,DUML,TwiceAWeek,0.94,0.94,A2,,50,50,47,47,47,0.94,,,,,,,,,,,,,
6/7/24,MM,MM 3,200,10,DUML,TwiceAWeek,0.945,0.945,,,189,199,189,189,189,1,,,,,,,,,,,,,
6/14/24,MM,MM 3,200,8,DUML,TwiceAWeek,0.85,0.85,J1,,189,178,170,189,170,0.899470899,,,,,,,,,,,,,
6/28/24,MM,MM 3,200,3,DUML,TwiceAWeek,0.87,0.87,J2,,189,177,174,170,170,0.899470899,,,,,,,,,,,,,
7/11/24,MM,MM 3,200,0,DUML,TwiceAWeek,0.875,0.875,L1,,189,175,175,174,170,0.899470899,,,,,,,,,,,,,
7/26/24,MM,MM 3,200,6,DUML,TwiceAWeek,0.835,0.835,L2,,189,173,167,175,167,0.883597884,,,,,,,,,,,,,
8/5/24,MM,MM 3,200,2,DUML,TwiceAWeek,0.805,0.805,A1,,189,163,161,167,161,0.851851852,,,,,,,,,,,,,
8/23/24,MM,MM 3,200,8,DUML,TwiceAWeek,0.745,0.745,A2,,189,157,149,161,149,0.788359788,,,,,,,,,,,,,
6/5/24,MM,MM 4,150,8,DUML,TwiceAWeek,0.926666667,0.926666667,,,139,147,139,139,139,1,,,,,,,,,,,,,
6/14/24,MM,MM 4,150,0,DUML,TwiceAWeek,0.98,0.98,J1,,139,147,147,139,139,1,,,,,,,,,,,,,
6/28/24,MM,MM 4,150,3,DUML,TwiceAWeek,0.913333333,0.913333333,J2,,139,140,137,147,137,0.985611511,,,,,,,,,,,,,
7/11/24,MM,MM 4,150,0,DUML,TwiceAWeek,0.906666667,0.906666667,L1,,139,136,136,137,136,0.978417266,,,,,,,,,,,,,
7/26/24,MM,MM 4,150,6,DUML,TwiceAWeek,0.88,0.88,L2,,139,138,132,136,132,0.949640288,,,,,,,,,,,,,
8/5/24,MM,MM 4,150,1,DUML,TwiceAWeek,0.853333333,0.853333333,A1,,139,129,128,132,128,0.920863309,,,,,,,,,,,,,
8/23/24,MM,MM 4,150,9,DUML,TwiceAWeek,0.826666667,0.826666667,A2,,139,133,124,128,124,0.892086331,,,,,,,,,,,,,
6/5/24,MM,MM 5,100,1,DUML,OnceAWeek,1.11,1,,,111,112,111,111,111,1,,,,,,,,,,,,,
6/14/24,MM,MM 5,100,0,DUML,OnceAWeek,1.13,1,J1,,111,113,113,111,111,1,,,,,,,,,,,,,
6/28/24,MM,MM 5,100,2,DUML,OnceAWeek,1.09,1,J2,,111,111,109,113,109,0.981981982,,,,,,,,,,,,,
7/11/24,MM,MM 5,100,0,DUML,OnceAWeek,1.1,1,L1,,111,110,110,109,109,0.981981982,,,,,,,,,,,,,
7/30/24,MM,MM 5,100,9,DUML,OnceAWeek,1.04,1,L2,,111,113,104,110,104,0.936936937,,,,,,,,,,,,,
8/5/24,MM,MM 5,100,0,DUML,OnceAWeek,1.09,1,A1,,111,109,109,104,104,0.936936937,,,,,,,,,,,,,
8/23/24,MM,MM 5,100,0,DUML,OnceAWeek,1.02,1,A2,,111,102,102,109,102,0.918918919,,,,,,,,,,,,,
6/5/24,MM,MM 6,50,2,DUML,OnceAWeek,0.96,0.96,,,48,50,48,48,48,1,,,,,,,,,,,,,
6/14/24,MM,MM 6,50,1,DUML,OnceAWeek,1,1,J1,,48,51,50,48,48,1,,,,,,,,,,,,,
6/28/24,MM,MM 6,50,0,DUML,OnceAWeek,0.92,0.92,J2,,48,46,46,50,46,0.958333333,,,,,,,,,,,,,
7/11/24,MM,MM 6,50,0,DUML,OnceAWeek,0.96,0.96,L1,,48,48,48,46,46,0.958333333,,,,,,,,,,,,,
7/30/24,MM,MM 6,50,2,DUML,OnceAWeek,0.96,0.96,L2,,48,50,48,48,46,0.958333333,,,,,,,,,,,,,
